,i1_legid,i1_hops,i1_dep_1_place,i1_rcf_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_dep_2_place,i1_rcf_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_dep_3_place,i1_rcf_3_place,i1_rcf_3_p,i1_rcf_3_e,origin,desti,order_date,planned_date,deliver_date,lead_time,value,cargo_price_unit,weight,risk_1,risk_2,risk_3,risk_all,distance,cargo_price
526,1155,1,DOH,PVG,880,546,?,?,0,0,?,?,0,0,DOH,PVG,2019-03-30 12:40:05,2019-03-31 03:20:05,2019-03-30 21:46:05,546,1945,0.58,3.94,2.0,0.0,0.0,2.0,4220.0,9643.54
527,13057,1,CDG,FCO,355,160,?,?,0,0,?,?,0,0,CDG,FCO,2019-02-07 11:55:49,2019-02-07 17:50:49,2019-02-07 14:35:49,160,65642,0.41,0.22,3.5,0.0,0.0,3.5,684.0,61.7
528,10772,1,FRA,LHR,215,179,?,?,0,0,?,?,0,0,FRA,LHR,2019-02-22 15:18:42,2019-02-22 18:53:42,2019-02-22 18:17:42,179,59167,0.62,2.14,3.0,0.0,0.0,3.0,406.0,538.68
529,8182,1,AMS,FRA,350,90,?,?,0,0,?,?,0,0,AMS,FRA,2019-01-14 09:27:12,2019-01-14 15:17:12,2019-01-14 10:57:12,90,12014,0.62,4.98,5.0,0.0,0.0,5.0,227.0,700.89
530,3560,1,FRA,CDG,285,208,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-19 15:10:11,2019-01-19 19:55:11,2019-01-19 18:38:11,208,28757,0.35,0.02,4.0,0.0,0.0,4.0,278.0,1.95
531,776,1,DXB,AMS,920,964,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-26 17:34:20,2019-01-27 08:54:20,2019-01-27 09:38:20,964,75300,0.67,2.93,4.0,0.0,0.0,4.0,3209.0,6299.59
532,6883,1,AMS,FRA,740,561,?,?,0,0,?,?,0,0,AMS,FRA,2019-01-02 19:23:11,2019-01-03 07:43:11,2019-01-03 04:44:11,561,9233,0.3,3.0,5.0,0.0,0.0,5.0,227.0,204.3
533,366,1,SVO,FRA,1055,904,?,?,0,0,?,?,0,0,SVO,FRA,2019-01-06 19:20:50,2019-01-07 12:55:50,2019-01-07 10:24:50,904,76295,0.43,2.72,3.0,0.0,0.0,3.0,1257.0,1470.19
534,4490,1,FRA,CDG,280,229,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-13 20:19:32,2019-03-14 00:59:32,2019-03-14 00:08:32,229,1409,0.69,0.66,4.0,0.0,0.0,4.0,278.0,126.6
535,10768,1,FRA,DXB,995,872,?,?,0,0,?,?,0,0,FRA,DXB,2019-02-20 00:15:44,2019-02-20 16:50:44,2019-02-20 14:47:44,872,68561,0.63,4.97,3.0,0.0,0.0,3.0,3008.0,9418.35
536,14454,1,PVG,FCO,1270,815,?,?,0,0,?,?,0,0,PVG,FCO,2019-01-21 22:20:46,2019-01-22 19:30:46,2019-01-22 11:55:46,815,22951,0.4,4.87,2.5,0.0,0.0,2.5,5693.0,11089.96
537,9529,1,CPH,FRA,455,179,?,?,0,0,?,?,0,0,CPH,FRA,2019-03-25 04:52:11,2019-03-25 12:27:11,2019-03-25 07:51:11,179,88875,0.42,1.44,3.5,0.0,0.0,3.5,422.0,255.23
538,5054,1,SVO,FRA,1050,812,?,?,0,0,?,?,0,0,SVO,FRA,2019-01-12 14:04:37,2019-01-13 07:34:37,2019-01-13 03:36:37,812,3384,0.55,3.08,3.0,0.0,0.0,3.0,1257.0,2129.36
539,1484,1,FRA,PVG,1210,943,?,?,0,0,?,?,0,0,FRA,PVG,2019-03-13 13:16:05,2019-03-14 09:26:05,2019-03-14 04:59:05,943,67541,0.67,2.83,3.0,0.0,0.0,3.0,5501.0,10430.45
540,9355,1,CPH,FRA,455,166,?,?,0,0,?,?,0,0,CPH,FRA,2019-02-07 03:17:21,2019-02-07 10:52:21,2019-02-07 06:03:21,166,16248,0.45,4.56,3.5,0.0,0.0,3.5,422.0,865.94
541,385,1,SVO,FRA,1055,836,?,?,0,0,?,?,0,0,SVO,FRA,2019-01-06 20:47:41,2019-01-07 14:22:41,2019-01-07 10:43:41,836,28658,0.48,0.66,3.0,0.0,0.0,3.0,1257.0,398.22
542,6269,1,PVG,MAD,1315,1146,?,?,0,0,?,?,0,0,PVG,MAD,2019-02-16 14:04:17,2019-02-17 11:59:17,2019-02-17 09:10:17,1146,12910,0.62,3.73,2.5,0.0,0.0,2.5,6376.0,14745.14
543,6818,1,PVG,FRA,1240,990,?,?,0,0,?,?,0,0,PVG,FRA,2019-03-18 07:55:02,2019-03-19 04:35:02,2019-03-19 00:25:02,990,41901,0.43,2.58,3.0,0.0,0.0,3.0,5501.0,6102.81
544,1695,1,LHR,ARN,890,272,?,?,0,0,?,?,0,0,LHR,ARN,2019-03-06 01:16:45,2019-03-06 16:06:45,2019-03-06 05:48:45,272,96794,0.31,2.94,2.5,0.0,0.0,2.5,908.0,827.55
545,10436,1,FRA,CDG,290,221,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-09 23:16:13,2019-01-10 04:06:13,2019-01-10 02:57:13,221,93237,0.35,1.17,4.0,0.0,0.0,4.0,278.0,113.84
546,1454,1,FRA,PVG,1210,996,?,?,0,0,?,?,0,0,FRA,PVG,2019-03-18 16:52:01,2019-03-19 13:02:01,2019-03-19 09:28:01,996,50741,0.32,1.34,3.0,0.0,0.0,3.0,5501.0,2358.83
547,259,1,ORD,FRA,975,720,?,?,0,0,?,?,0,0,ORD,FRA,2019-03-02 01:11:39,2019-03-02 17:26:39,2019-03-02 13:11:39,720,29547,0.39,1.04,6.0,0.0,0.0,6.0,4328.0,1755.44
548,7002,1,LHR,DUB,115,103,?,?,0,0,?,?,0,0,LHR,DUB,2019-03-13 13:58:25,2019-03-13 15:53:25,2019-03-13 15:41:25,103,97516,0.35,0.04,2.0,0.0,0.0,2.0,279.0,3.91
549,13986,1,LHR,DOH,970,744,?,?,0,0,?,?,0,0,LHR,DOH,2019-03-02 22:59:18,2019-03-03 15:09:18,2019-03-03 11:23:18,744,95278,0.5,1.52,2.0,0.0,0.0,2.0,3255.0,2473.8
550,5228,1,CDG,FRA,400,135,?,?,0,0,?,?,0,0,CDG,FRA,2019-02-09 17:35:58,2019-02-10 00:15:58,2019-02-09 19:50:58,135,3651,0.74,4.42,4.0,0.0,0.0,4.0,278.0,909.28
551,9380,1,CPH,FRA,455,202,?,?,0,0,?,?,0,0,CPH,FRA,2019-01-09 10:26:47,2019-01-09 18:01:47,2019-01-09 13:48:47,202,8462,0.49,3.14,3.5,0.0,0.0,3.5,422.0,649.29
552,14622,1,LHR,FRA,265,213,?,?,0,0,?,?,0,0,LHR,FRA,2019-01-13 17:03:09,2019-01-13 21:28:09,2019-01-13 20:36:09,213,28733,0.8,1.16,3.0,0.0,0.0,3.0,406.0,376.77
553,3949,1,FRA,DXB,1020,890,?,?,0,0,?,?,0,0,FRA,DXB,2019-02-08 21:28:06,2019-02-09 14:28:06,2019-02-09 12:18:06,890,9383,0.6,0.26,3.0,0.0,0.0,3.0,3008.0,469.25
554,5008,1,ORD,FRA,975,925,?,?,0,0,?,?,0,0,ORD,FRA,2019-02-27 04:20:16,2019-02-27 20:35:16,2019-02-27 19:45:16,925,21106,0.68,1.47,6.0,0.0,0.0,6.0,4328.0,4326.27
555,4703,1,FRA,DXB,1020,845,?,?,0,0,?,?,0,0,FRA,DXB,2019-02-16 17:47:14,2019-02-17 10:47:14,2019-02-17 07:52:14,845,37217,0.3,2.7,3.0,0.0,0.0,3.0,3008.0,2436.48
556,4520,2,DXB,PVG,795,445,PVG,SIN,1885,1341,?,?,0,0,DXB,SIN,2019-03-22 08:45:02,2019-03-24 05:25:02,2019-03-23 14:31:02,1786,94580,0.45,1.95,2.0,2.5,0.0,4.5,3630.0,3185.32
557,253,1,ORD,FRA,985,763,?,?,0,0,?,?,0,0,ORD,FRA,2019-03-18 21:19:38,2019-03-19 13:44:38,2019-03-19 10:02:38,763,2073,0.34,3.44,6.0,0.0,0.0,6.0,4328.0,5062.03
558,12173,1,DXB,AMS,945,875,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-22 09:32:21,2019-01-23 01:17:21,2019-01-23 00:07:21,875,90510,0.55,1.65,4.0,0.0,0.0,4.0,3209.0,2912.17
559,11864,1,LHR,PVG,1430,1235,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-07 00:21:17,2019-01-08 00:11:17,2019-01-07 20:56:17,1235,28887,0.72,4.92,2.0,0.0,0.0,2.0,5738.0,20326.29
560,13312,2,BKK,LHR,976,976,LHR,MUC,510,420,?,?,0,0,BKK,MUC,2019-02-14 14:03:48,2019-02-15 14:49:48,2019-02-15 13:19:48,1396,13894,0.74,1.57,2.0,2.0,0.0,4.0,5464.0,6348.08
561,2062,1,SVO,PVG,1105,725,?,?,0,0,?,?,0,0,SVO,PVG,2019-03-26 17:47:59,2019-03-27 12:12:59,2019-03-27 05:52:59,725,84887,0.76,2.65,2.0,0.0,0.0,2.0,4254.0,8567.56
562,5018,1,SVO,FRA,1050,930,?,?,0,0,?,?,0,0,SVO,FRA,2019-03-28 00:03:04,2019-03-28 17:33:04,2019-03-28 15:33:04,930,30192,0.68,0.86,3.0,0.0,0.0,3.0,1257.0,735.09
563,14620,1,LHR,FRA,265,141,?,?,0,0,?,?,0,0,LHR,FRA,2019-01-25 15:19:38,2019-01-25 19:44:38,2019-01-25 17:40:38,141,50098,0.65,1.93,3.0,0.0,0.0,3.0,406.0,509.33
564,9506,1,CPH,FRA,455,135,?,?,0,0,?,?,0,0,CPH,FRA,2019-03-01 19:44:22,2019-03-02 03:19:22,2019-03-01 21:59:22,135,6082,0.44,4.24,3.5,0.0,0.0,3.5,422.0,787.28
565,12139,2,TLV,LHR,725,485,LHR,OSL,175,209,?,?,0,0,TLV,OSL,2019-03-04 13:36:26,2019-03-05 04:36:26,2019-03-05 01:10:26,694,94344,0.36,3.9,2.5,2.0,0.0,4.5,2227.0,3126.71
566,3720,1,LHR,FRA,1140,895,?,?,0,0,?,?,0,0,LHR,FRA,2019-01-21 22:51:46,2019-01-22 17:51:46,2019-01-22 13:46:46,895,88318,0.76,3.83,3.0,0.0,0.0,3.0,406.0,1181.78
567,2071,2,SVO,PVG,1150,919,PVG,LHR,1310,927,?,?,0,0,SVO,LHR,2019-04-01 02:50:37,2019-04-02 19:50:37,2019-04-02 09:36:37,1846,28510,0.8,2.61,2.0,2.0,0.0,4.0,1558.0,3253.1
568,4715,1,FRA,CDG,280,190,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-25 19:27:38,2019-03-26 00:07:38,2019-03-25 22:37:38,190,8656,0.76,2.63,4.0,0.0,0.0,4.0,278.0,555.67
569,10665,1,FRA,CDG,285,162,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-23 04:16:13,2019-02-23 09:01:13,2019-02-23 06:58:13,162,23629,0.52,0.76,4.0,0.0,0.0,4.0,278.0,109.87
570,25,1,HKG,FRA,855,596,?,?,0,0,?,?,0,0,HKG,FRA,2019-03-25 12:28:24,2019-03-26 02:43:24,2019-03-25 22:24:24,596,68899,0.31,4.71,3.0,0.0,0.0,3.0,5685.0,8300.67
571,13535,1,ORD,DXB,1005,801,?,?,0,0,?,?,0,0,ORD,DXB,2019-03-06 17:31:54,2019-03-07 10:16:54,2019-03-07 06:52:54,801,40963,0.45,3.0,5.0,0.0,0.0,5.0,7228.0,9757.8
572,13637,1,HKG,IST,735,543,?,?,0,0,?,?,0,0,HKG,IST,2019-03-16 17:08:23,2019-03-17 05:23:23,2019-03-17 02:11:23,543,41080,0.58,4.81,2.5,0.0,0.0,2.5,4973.0,13873.68
573,1082,2,IST,LHR,995,741,LHR,AMS,810,905,?,?,0,0,IST,AMS,2019-02-26 17:00:44,2019-02-27 23:05:44,2019-02-27 20:26:44,1646,53484,0.31,2.98,2.5,4.0,0.0,6.5,1372.0,1267.45
574,5877,1,DOH,PVG,905,547,?,?,0,0,?,?,0,0,DOH,PVG,2019-03-15 04:43:37,2019-03-15 19:48:37,2019-03-15 13:50:37,547,79848,0.66,0.37,2.0,0.0,0.0,2.0,4220.0,1030.52
575,1696,1,LHR,FCO,110,156,?,?,0,0,?,?,0,0,LHR,FCO,2019-02-26 11:00:06,2019-02-26 12:50:06,2019-02-26 13:36:06,156,95883,0.43,2.96,2.5,0.0,0.0,2.5,897.0,1141.7
576,10855,1,FRA,HKG,705,638,?,?,0,0,?,?,0,0,FRA,HKG,2019-01-09 03:50:22,2019-01-09 15:35:22,2019-01-09 14:28:22,638,79520,0.43,1.05,3.0,0.0,0.0,3.0,5685.0,2566.78
577,6604,1,LHR,SVO,960,689,?,?,0,0,?,?,0,0,LHR,SVO,2019-01-27 13:14:04,2019-01-28 05:14:04,2019-01-28 00:43:04,689,94707,0.71,3.26,2.0,0.0,0.0,2.0,1558.0,3606.15
578,10477,1,FRA,DXB,1020,931,?,?,0,0,?,?,0,0,FRA,DXB,2019-03-28 11:47:32,2019-03-29 04:47:32,2019-03-29 03:18:32,931,26738,0.35,0.5,3.0,0.0,0.0,3.0,3008.0,526.4
579,5134,1,AMS,DOH,1079,913,?,?,0,0,?,?,0,0,AMS,DOH,2019-01-29 18:16:10,2019-01-30 12:15:10,2019-01-30 09:29:10,913,66640,0.61,2.51,4.0,0.0,0.0,4.0,3057.0,4680.57
580,13387,2,CDG,LHR,120,178,LHR,DUB,120,110,?,?,0,0,CDG,DUB,2019-03-16 16:19:54,2019-03-16 20:19:54,2019-03-16 21:07:54,288,17014,0.43,1.43,3.0,2.0,0.0,5.0,487.0,299.46
581,3842,1,FRA,SVO,890,841,?,?,0,0,?,?,0,0,FRA,SVO,2019-02-25 18:22:51,2019-02-26 09:12:51,2019-02-26 08:23:51,841,56719,0.56,3.88,3.0,0.0,0.0,3.0,1257.0,2731.21
582,12706,1,LHR,PVG,1230,855,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-22 10:17:53,2019-01-23 06:47:53,2019-01-23 00:32:53,855,23111,0.77,3.52,2.0,0.0,0.0,2.0,5738.0,15552.28
583,5727,1,SVO,FRA,750,338,?,?,0,0,?,?,0,0,SVO,FRA,2019-02-08 11:47:07,2019-02-09 00:17:07,2019-02-08 17:25:07,338,22292,0.56,1.16,3.0,0.0,0.0,3.0,1257.0,816.55
584,9495,1,AMS,SIN,942,781,?,?,0,0,?,?,0,0,AMS,SIN,2019-02-02 06:55:10,2019-02-02 22:37:10,2019-02-02 19:56:10,781,51789,0.64,1.01,4.5,0.0,0.0,4.5,6528.0,4219.7
585,5063,1,SVO,FRA,1050,780,?,?,0,0,?,?,0,0,SVO,FRA,2019-02-09 00:07:35,2019-02-09 17:37:35,2019-02-09 13:07:35,780,26761,0.47,1.01,3.0,0.0,0.0,3.0,1257.0,596.7
586,10007,1,FRA,FCO,290,152,?,?,0,0,?,?,0,0,FRA,FCO,2019-01-14 03:30:35,2019-01-14 08:20:35,2019-01-14 06:02:35,152,8040,0.4,1.24,3.5,0.0,0.0,3.5,595.0,295.12
587,10652,1,FRA,VIE,295,184,?,?,0,0,?,?,0,0,FRA,VIE,2019-02-16 00:32:58,2019-02-16 05:27:58,2019-02-16 03:36:58,184,80533,0.71,2.79,3.0,0.0,0.0,3.0,386.0,764.63
588,3980,1,FRA,CDG,285,177,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-31 23:08:02,2019-04-01 03:53:02,2019-04-01 02:05:02,177,97617,0.57,0.89,4.0,0.0,0.0,4.0,278.0,141.03
589,4732,1,FRA,IST,845,710,?,?,0,0,?,?,0,0,FRA,IST,2019-01-10 00:13:36,2019-01-10 14:18:36,2019-01-10 12:03:36,710,1448,0.6,0.33,3.5,0.0,0.0,3.5,1157.0,229.09
590,1626,1,FRA,PVG,1210,1006,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-12 11:47:07,2019-02-13 07:57:07,2019-02-13 04:33:07,1006,53231,0.71,3.26,3.0,0.0,0.0,3.0,5501.0,12732.61
591,5000,1,ORD,FRA,975,693,?,?,0,0,?,?,0,0,ORD,FRA,2019-03-08 10:48:35,2019-03-09 03:03:35,2019-03-08 22:21:35,693,53052,0.74,2.76,6.0,0.0,0.0,6.0,4328.0,8839.51
592,13008,1,PVG,DXB,800,378,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-24 21:10:52,2019-03-25 10:30:52,2019-03-25 03:28:52,378,9188,0.71,0.04,2.0,0.0,0.0,2.0,4004.0,113.71
593,2694,1,DOH,LHR,790,757,?,?,0,0,?,?,0,0,DOH,LHR,2019-03-16 15:23:39,2019-03-17 04:33:39,2019-03-17 04:00:39,757,83476,0.48,3.9,2.0,0.0,0.0,2.0,3255.0,6093.36
594,7868,1,MUC,PVG,1385,1221,?,?,0,0,?,?,0,0,MUC,PVG,2019-03-25 16:00:06,2019-03-26 15:05:06,2019-03-26 12:21:06,1221,33512,0.65,0.46,2.0,0.0,0.0,2.0,5451.0,1629.85
595,4193,1,FRA,LHR,215,184,?,?,0,0,?,?,0,0,FRA,LHR,2019-03-14 15:51:14,2019-03-14 19:26:14,2019-03-14 18:55:14,184,74654,0.43,0.86,3.0,0.0,0.0,3.0,406.0,150.14
596,6957,1,LHR,ORD,960,677,?,?,0,0,?,?,0,0,LHR,ORD,2019-01-06 15:45:16,2019-01-07 07:45:16,2019-01-07 03:02:16,677,72686,0.69,4.24,5.0,0.0,0.0,5.0,3939.0,11523.94
597,8777,1,PVG,DXB,800,371,?,?,0,0,?,?,0,0,PVG,DXB,2019-02-10 12:38:35,2019-02-11 01:58:35,2019-02-10 18:49:35,371,67615,0.61,1.03,2.0,0.0,0.0,2.0,4004.0,2515.71
598,6328,1,CDG,PVG,1250,901,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-22 23:09:13,2019-02-23 19:59:13,2019-02-23 14:10:13,901,59988,0.47,3.64,3.0,0.0,0.0,3.0,5754.0,9843.94
599,10698,1,PVG,AMS,810,819,?,?,0,0,?,?,0,0,PVG,AMS,2019-02-02 04:35:03,2019-02-02 18:05:03,2019-02-02 18:14:03,819,22861,0.77,3.21,4.0,0.0,0.0,4.0,5533.0,13675.92
600,1728,1,DOH,LHR,1015,979,?,?,0,0,?,?,0,0,DOH,LHR,2019-01-11 10:45:49,2019-01-12 03:40:49,2019-01-12 03:04:49,979,55951,0.56,4.44,2.0,0.0,0.0,2.0,3255.0,8093.23
601,4435,2,DXB,PVG,790,557,PVG,ORD,1625,1153,?,?,0,0,DXB,ORD,2019-02-06 21:20:30,2019-02-08 13:35:30,2019-02-08 01:50:30,1710,64215,0.41,0.63,2.0,5.0,0.0,7.0,7228.0,1866.99
602,8967,1,PVG,FRA,1275,899,?,?,0,0,?,?,0,0,PVG,FRA,2019-03-04 05:31:10,2019-03-05 02:46:10,2019-03-04 20:30:10,899,58129,0.34,4.47,3.0,0.0,0.0,3.0,5501.0,8360.42
603,3403,1,PVG,DEL,860,447,?,?,0,0,?,?,0,0,PVG,DEL,2019-02-13 13:31:01,2019-02-14 03:51:01,2019-02-13 20:58:01,447,50752,0.68,2.91,2.5,0.0,0.0,2.5,2665.0,5273.5
604,6719,1,CDG,PVG,1250,966,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-05 14:32:27,2019-02-06 11:22:27,2019-02-06 06:38:27,966,38166,0.5,4.41,3.0,0.0,0.0,3.0,5754.0,12687.57
605,4652,1,FRA,AMS,240,404,?,?,0,0,?,?,0,0,FRA,AMS,2019-03-24 09:44:30,2019-03-24 13:44:30,2019-03-24 16:28:30,404,87016,0.71,1.76,5.0,0.0,0.0,5.0,227.0,283.66
606,12199,1,TLV,LHR,545,734,?,?,0,0,?,?,0,0,TLV,LHR,2019-03-12 06:29:03,2019-03-12 15:34:03,2019-03-12 18:43:03,734,9506,0.37,1.06,2.5,0.0,0.0,2.5,2228.0,873.82
607,8203,1,HKG,IST,760,665,?,?,0,0,?,?,0,0,HKG,IST,2019-03-31 16:28:12,2019-04-01 05:08:12,2019-04-01 03:33:12,665,21638,0.52,3.85,2.5,0.0,0.0,2.5,4973.0,9955.95
608,9282,1,PVG,ORD,1470,972,?,?,0,0,?,?,0,0,PVG,ORD,2019-03-10 00:34:32,2019-03-11 01:04:32,2019-03-10 16:46:32,972,34606,0.67,4.08,5.0,0.0,0.0,5.0,7038.0,19239.08
609,254,1,ORD,FRA,975,750,?,?,0,0,?,?,0,0,ORD,FRA,2019-02-13 19:50:32,2019-02-14 12:05:32,2019-02-14 08:20:32,750,46787,0.74,2.31,6.0,0.0,0.0,6.0,4328.0,7398.28
610,6706,1,LHR,FRA,110,79,?,?,0,0,?,?,0,0,LHR,FRA,2019-02-23 06:12:52,2019-02-23 08:02:52,2019-02-23 07:31:52,79,15807,0.54,1.04,3.0,0.0,0.0,3.0,406.0,228.01
611,227,1,ORD,FRA,975,729,?,?,0,0,?,?,0,0,ORD,FRA,2019-02-12 13:02:11,2019-02-13 05:17:11,2019-02-13 01:11:11,729,49595,0.41,4.66,6.0,0.0,0.0,6.0,4328.0,8269.08
612,7227,1,AMS,DXB,1245,1097,?,?,0,0,?,?,0,0,AMS,DXB,2019-03-10 16:05:20,2019-03-11 12:50:20,2019-03-11 10:22:20,1097,71087,0.41,0.6,4.0,0.0,0.0,4.0,3209.0,789.41
613,10919,1,FRA,VIE,295,208,?,?,0,0,?,?,0,0,FRA,VIE,2019-03-07 14:02:11,2019-03-07 18:57:11,2019-03-07 17:30:11,208,66071,0.36,0.07,3.0,0.0,0.0,3.0,386.0,9.73
614,903,2,ARN,LHR,220,184,LHR,TLV,510,514,?,?,0,0,ARN,TLV,2019-03-14 10:03:44,2019-03-14 22:13:44,2019-03-14 21:41:44,698,12161,0.48,4.88,2.5,2.5,0.0,5.0,2062.0,4830.03
615,2109,1,PVG,LHR,1625,1356,?,?,0,0,?,?,0,0,PVG,LHR,2019-03-07 07:56:26,2019-03-08 11:01:26,2019-03-08 06:32:26,1356,95710,0.79,1.87,2.0,0.0,0.0,2.0,5738.0,8476.75
616,8270,1,ORD,LHR,1130,1233,?,?,0,0,?,?,0,0,ORD,LHR,2019-02-06 23:30:58,2019-02-07 18:20:58,2019-02-07 20:03:58,1233,77789,0.63,4.96,5.0,0.0,0.0,5.0,3939.0,12308.59
617,13105,1,PVG,FCO,1240,962,?,?,0,0,?,?,0,0,PVG,FCO,2019-01-16 13:45:57,2019-01-17 10:25:57,2019-01-17 05:47:57,962,73897,0.74,4.92,2.5,0.0,0.0,2.5,5693.0,20727.07
618,5677,1,ARN,LHR,180,865,?,?,0,0,?,?,0,0,ARN,LHR,2019-01-28 20:23:08,2019-01-28 23:23:08,2019-01-29 10:48:08,865,64674,0.36,0.76,2.5,0.0,0.0,2.5,908.0,248.43
619,11844,1,LHR,BKK,1106,706,?,?,0,0,?,?,0,0,LHR,BKK,2019-01-08 13:03:35,2019-01-09 07:29:35,2019-01-09 00:49:35,706,20599,0.66,0.58,2.0,0.0,0.0,2.0,5947.0,2276.51
620,13006,1,PVG,DXB,800,409,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-01 10:15:27,2019-03-01 23:35:27,2019-03-01 17:04:27,409,79694,0.68,3.54,2.0,0.0,0.0,2.0,4004.0,9638.43
621,7760,1,MUC,PVG,1430,1217,?,?,0,0,?,?,0,0,MUC,PVG,2019-01-23 08:11:08,2019-01-24 08:01:08,2019-01-24 04:28:08,1217,99422,0.59,0.47,2.0,0.0,0.0,2.0,5451.0,1511.56
622,14530,1,CDG,PVG,1250,830,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-20 01:33:13,2019-02-20 22:23:13,2019-02-20 15:23:13,830,3621,0.78,0.09,3.0,0.0,0.0,3.0,5754.0,403.93
623,10336,1,FRA,CDG,285,228,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-01 01:41:28,2019-03-01 06:26:28,2019-03-01 05:29:28,228,37271,0.46,0.53,4.0,0.0,0.0,4.0,278.0,67.78
624,8896,1,LHR,PVG,1045,876,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-12 15:00:57,2019-01-13 08:25:57,2019-01-13 05:36:57,876,29691,0.64,2.94,2.0,0.0,0.0,2.0,5738.0,10796.62
625,10869,1,FRA,HKG,705,669,?,?,0,0,?,?,0,0,FRA,HKG,2019-03-12 21:08:18,2019-03-13 08:53:18,2019-03-13 08:17:18,669,85236,0.45,3.96,3.0,0.0,0.0,3.0,5685.0,10130.67
626,5366,1,LHR,ARN,150,177,?,?,0,0,?,?,0,0,LHR,ARN,2019-01-30 04:23:53,2019-01-30 06:53:53,2019-01-30 07:20:53,177,28967,0.65,2.35,2.5,0.0,0.0,2.5,908.0,1386.97
627,3313,1,MAD,PVG,1240,879,?,?,0,0,?,?,0,0,MAD,PVG,2019-01-27 15:07:46,2019-01-28 11:47:46,2019-01-28 05:46:46,879,36456,0.65,2.75,2.5,0.0,0.0,2.5,6376.0,11397.1
628,7815,1,CDG,PVG,1240,964,?,?,0,0,?,?,0,0,CDG,PVG,2019-01-25 12:00:26,2019-01-26 08:40:26,2019-01-26 04:04:26,964,61054,0.49,0.07,3.0,0.0,0.0,3.0,5754.0,197.36
629,7374,1,SIN,CDG,775,672,?,?,0,0,?,?,0,0,SIN,CDG,2019-03-29 16:05:04,2019-03-30 05:00:04,2019-03-30 03:17:04,672,39505,0.35,4.57,3.5,0.0,0.0,3.5,6659.0,10651.07
630,10861,1,FRA,DXB,995,811,?,?,0,0,?,?,0,0,FRA,DXB,2019-03-11 09:06:12,2019-03-12 01:41:12,2019-03-11 22:37:12,811,19146,0.35,4.26,3.0,0.0,0.0,3.0,3008.0,4484.93
631,9756,1,FRA,CDG,285,239,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-25 14:18:16,2019-02-25 19:03:16,2019-02-25 18:17:16,239,28889,0.4,0.19,4.0,0.0,0.0,4.0,278.0,21.13
632,13018,2,DXB,PVG,815,498,PVG,SIN,1850,1312,?,?,0,0,DXB,SIN,2019-01-17 14:32:01,2019-01-19 10:57:01,2019-01-18 20:42:01,1810,42708,0.65,4.1,2.0,2.5,0.0,4.5,3630.0,9673.95
633,1913,1,SIN,MUC,1040,2124,?,?,0,0,?,?,0,0,SIN,MUC,2019-03-08 16:54:24,2019-03-09 10:14:24,2019-03-10 04:18:24,2124,47947,0.4,4.37,2.5,0.0,0.0,2.5,6246.0,10918.01
634,6350,1,DEL,LHR,760,716,?,?,0,0,?,?,0,0,DEL,LHR,2019-01-30 03:35:24,2019-01-30 16:15:24,2019-01-30 15:31:24,716,67983,0.55,3.78,2.5,0.0,0.0,2.5,4180.0,8690.22
635,9214,1,PVG,SVO,905,484,?,?,0,0,?,?,0,0,PVG,SVO,2019-01-09 16:22:18,2019-01-10 07:27:18,2019-01-10 00:26:18,484,53825,0.73,2.59,2.0,0.0,0.0,2.0,4254.0,8043.04
636,6661,1,LHR,DOH,970,718,?,?,0,0,?,?,0,0,LHR,DOH,2019-03-31 19:11:41,2019-04-01 11:21:41,2019-04-01 07:09:41,718,12229,0.35,2.37,2.0,0.0,0.0,2.0,3255.0,2700.02
637,2108,1,PVG,CDG,1285,943,?,?,0,0,?,?,0,0,PVG,CDG,2019-01-19 11:56:06,2019-01-20 09:21:06,2019-01-20 03:39:06,943,5214,0.33,3.91,3.0,0.0,0.0,3.0,5754.0,7424.39
638,6949,1,LHR,DOH,970,751,?,?,0,0,?,?,0,0,LHR,DOH,2019-03-23 13:26:21,2019-03-24 05:36:21,2019-03-24 01:57:21,751,33017,0.76,4.73,2.0,0.0,0.0,2.0,3255.0,11701.07
